TransactionID,TransactionAmt,ProductCD,card4,card6,addr1,addr2,P_emaildomain,R_emaildomain,customer_id,ts,channel,risk_score
3135192,100.03,R,mastercard,credit,299.0,87.0,anonymous.com,gmail.com,C04570,2016-08-02 16:55:54,online,0.04
3135197,12.0,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 16:57:21,online,0.06
3135222,12.75,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 17:07:05,online,0.03
3135285,26.02,W,visa,debit,325.0,87.0,,,C02354,2016-08-02 17:22:21,in_person,0.12
3135373,107.88,W,visa,debit,264.0,87.0,,,C09933,2016-08-02 17:42:36,in_person,0.3
3135417,29.99,H,visa,debit,126.0,87.0,gmail.com,gmail.com,C02354,2016-08-02 17:53:07,online,0.75
3135424,59.08,W,visa,debit,325.0,87.0,msn.com,,C02354,2016-08-02 17:54:19,in_person,0.24
3135489,98.5,W,mastercard,credit,299.0,87.0,gmail.com,,C08623,2016-08-02 18:10:05,in_person,0.05
3135527,34.04,W,visa,debit,126.0,87.0,,,C02354,2016-08-02 18:21:00,in_person,0.01
3135572,15.68,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 18:31:07,online,0.09
3135580,64.71,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 18:33:52,online,0.14
3135650,97.96,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-02 18:51:50,in_person,0.01
3135651,47.31,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 18:52:22,online,0.01
3135652,394.48,W,mastercard,credit,123.0,87.0,gmail.com,,C08623,2016-08-02 18:53:02,in_person,0.26
3135668,25.86,W,visa,debit,441.0,87.0,,,C12382,2016-08-02 18:55:53,in_person,0.14
3135670,612.92,W,mastercard,credit,325.0,87.0,gmail.com,,C08623,2016-08-02 18:56:03,in_person,0.13
3135688,159.86,W,visa,credit,448.0,87.0,,,C07987,2016-08-02 19:01:46,in_person,0.06
3135698,6.18,C,visa,debit,,,outlook.es,outlook.es,C11923,2016-08-02 19:03:38,online,0.32
3135715,56.97,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 19:07:56,online,0.35
3135718,48.89,W,mastercard,credit,204.0,87.0,gmail.com,,C08623,2016-08-02 19:08:59,in_person,0.07
3135736,20.69,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 19:13:11,online,0.01
3135768,48.98,W,mastercard,credit,204.0,87.0,gmail.com,,C08623,2016-08-02 19:19:40,in_person,0.01
3135773,32.37,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-02 19:20:02,online,0.09
3135776,311.99,W,visa,debit,231.0,87.0,,,C02354,2016-08-02 19:20:24,in_person,0.07
3135780,25.31,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 19:21:00,online,0.05
3135787,19.58,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-02 19:22:04,in_person,0.27
3135790,25.34,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 19:22:39,online,0.19
3135827,107.93,W,visa,debit,264.0,87.0,,,C09933,2016-08-02 19:28:41,in_person,0.16
3135843,107.94,W,mastercard,debit,264.0,87.0,yahoo.com,,C07671,2016-08-02 19:32:52,in_person,0.06
3135857,88.59,W,mastercard,debit,264.0,87.0,yahoo.com,,C07671,2016-08-02 19:35:49,in_person,0.06
3135899,224.08,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 19:43:42,online,0.27
3135959,50.06,W,visa,debit,272.0,87.0,yahoo.com,,C05876,2016-08-02 19:56:25,in_person,0.25
3135972,35.02,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 19:58:29,online,0.13
3135973,37.95,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 19:58:29,online,0.23
3135985,88.02,W,visa,debit,204.0,87.0,gmail.com,,C02354,2016-08-02 20:00:29,in_person,0.21
3135993,59.02,W,visa,debit,472.0,87.0,gmail.com,,C05876,2016-08-02 20:03:06,in_person,0.06
3136009,329.86,W,mastercard,credit,251.0,87.0,,,C08623,2016-08-02 20:06:27,in_person,0.02
3136028,883.93,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-02 20:10:28,in_person,0.29
3136032,41.22,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 20:10:55,online,0.24
3136043,29.08,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-02 20:14:46,online,0.1
3136046,29.46,W,visa,debit,325.0,87.0,,,C02354,2016-08-02 20:16:00,in_person,0.11
3136051,55.16,C,visa,credit,,,hotmail.com,hotmail.com,C13171,2016-08-02 20:16:59,online,0.93
3136138,277.35,W,mastercard,credit,512.0,87.0,,,C08623,2016-08-02 20:33:44,in_person,0.07
3136172,26.96,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 20:42:56,online,0.01
3136225,7.16,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 20:56:12,online,0.18
3136228,54.56,W,mastercard,credit,251.0,87.0,anonymous.com,,C08623,2016-08-02 20:57:22,in_person,0.11
3136277,884.0,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-02 21:08:48,in_person,0.17
3136288,9.04,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 21:12:48,online,0.03
3136296,38.92,W,visa,debit,220.0,87.0,gmail.com,,C02354,2016-08-02 21:14:27,in_person,0.02
3136299,53.71,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-02 21:14:41,online,0.26
3136310,102.91,W,mastercard,debit,194.0,87.0,yahoo.com,,C07297,2016-08-02 21:16:09,in_person,0.09
3136316,13.02,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 21:17:36,online,0.17
3136317,55.19,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 21:17:43,online,0.12
3136318,884.06,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-02 21:18:05,in_person,0.26
3136342,55.18,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 21:24:22,online,0.09
3136351,55.26,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 21:26:51,online,0.21
3136386,4.54,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 21:34:58,online,0.12
3136391,49.69,C,visa,debit,,,yahoo.com.mx,yahoo.com.mx,C11923,2016-08-02 21:35:48,online,0.09
3136393,55.26,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 21:36:39,online,0.23
3136399,99.91,R,mastercard,credit,476.0,87.0,gmail.com,yahoo.com,C08623,2016-08-02 21:37:36,online,0.94
3136409,57.88,W,visa,debit,264.0,87.0,yahoo.com,,C09933,2016-08-02 21:39:50,in_person,0.16
3136410,34.76,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 21:40:11,online,0.15
3136423,49.6,C,visa,debit,,,yahoo.com.mx,yahoo.com.mx,C11923,2016-08-02 21:42:21,online,0.24
3136426,248.38,C,visa,debit,,,yahoo.com.mx,yahoo.com.mx,C11923,2016-08-02 21:42:31,online,0.69
3136443,53.65,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-02 21:45:52,online,0.28
3136451,55.14,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 21:47:08,online,0.2
3136494,139.99,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-02 21:56:31,in_person,0.12
3136572,93.03,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-02 22:14:41,in_person,0.04
3136588,30.06,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 22:18:36,online,0.01
3136601,53.92,W,mastercard,debit,264.0,87.0,gmail.com,,C07671,2016-08-02 22:21:42,in_person,0.1
3136623,214.47,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 22:27:09,online,0.51
3136654,117.01,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-02 22:38:19,in_person,0.12
3136662,112.92,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-02 22:39:46,in_person,0.21
3136669,15.16,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 22:40:51,online,0.28
3136695,105.55,W,mastercard,credit,384.0,87.0,gmail.com,,C08623,2016-08-02 22:49:14,in_person,0.05
3136701,214.63,C,visa,credit,,,gmail.com,gmail.com,C13171,2016-08-02 22:51:14,online,0.71
3136723,22.02,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 22:56:29,online,0.17
3136728,46.83,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 22:57:02,online,0.13
3136757,117.07,W,visa,debit,126.0,87.0,,,C02354,2016-08-02 23:06:41,in_person,0.15
3136766,116.91,W,visa,debit,325.0,87.0,,,C02354,2016-08-02 23:08:08,in_person,0.04
3136769,51.86,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 23:08:30,online,0.02
3136775,159.89,W,visa,debit,264.0,87.0,hotmail.com,,C09933,2016-08-02 23:09:36,in_person,0.2
3136777,29.36,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 23:09:59,online,0.02
3136789,29.64,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 23:14:42,online,0.24
3136790,24.88,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 23:15:02,online,0.02
3136813,49.08,W,mastercard,credit,299.0,87.0,yahoo.com,,C08623,2016-08-02 23:19:37,in_person,0.11
3136822,209.91,W,visa,debit,325.0,87.0,hotmail.com,,C02354,2016-08-02 23:20:47,in_person,0.05
3136823,3.73,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-02 23:21:09,online,0.09
3136907,30.96,W,mastercard,debit,264.0,87.0,att.net,,C07671,2016-08-02 23:45:14,in_person,0.07
3136909,50.98,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-02 23:45:41,online,0.1
3136917,80.45,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-02 23:48:09,online,0.22
3136931,26.92,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-02 23:50:44,in_person,0.11
3136962,46.77,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-02 23:58:50,online,0.02
3136967,160.9,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 00:00:31,online,0.2
3136968,42.92,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-08-03 00:00:35,in_person,0.06
3136983,160.96,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 00:05:39,online,0.21
3137009,214.51,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 00:11:41,online,0.12
3137010,49.09,W,mastercard,credit,299.0,87.0,gmail.com,,C08623,2016-08-03 00:12:04,in_person,0.05
3137027,28.28,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 00:17:24,online,0.17
3137056,214.49,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 00:24:50,online,0.69
3137057,116.93,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-03 00:24:51,in_person,0.12
3137065,41.73,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 00:27:02,online,0.12
3137127,87.97,W,visa,debit,433.0,87.0,gmail.com,,C05876,2016-08-03 00:44:08,in_person,0.1
3137129,57.36,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 00:45:33,online,0.04
3137137,69.92,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 00:47:44,online,0.3
3137199,50.8,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 01:09:05,online,0.28
3137201,157.96,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-08-03 01:10:01,in_person,0.1
3137214,24.42,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 01:13:52,online,0.05
3137220,50.05,H,visa,debit,325.0,87.0,gmail.com,gmail.com,C02354,2016-08-03 01:15:18,online,0.17
3137251,97.94,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 01:21:11,in_person,0.13
3137285,4.93,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 01:30:53,online,0.17
3137394,8.57,C,visa,debit,,,live.com.mx,live.com.mx,C11923,2016-08-03 02:07:45,online,0.04
3137423,13.57,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 02:18:02,online,0.2
3137435,48.96,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-03 02:21:16,in_person,0.12
3137444,63.16,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 02:25:08,online,0.03
3137454,59.0,W,visa,debit,472.0,87.0,gmail.com,,C05876,2016-08-03 02:27:47,in_person,0.05
3137481,58.98,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-03 02:37:55,in_person,0.21
3137484,29.02,W,mastercard,debit,264.0,87.0,yahoo.com,,C07671,2016-08-03 02:38:23,in_person,0.12
3137498,57.88,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-03 02:43:25,in_person,0.11
3137518,31.63,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 02:53:07,online,0.92
3137527,49.93,H,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 02:57:29,online,0.23
3137532,63.09,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 02:59:03,online,0.37
3137553,30.96,W,mastercard,debit,264.0,87.0,yahoo.com,,C07671,2016-08-03 03:05:33,in_person,0.03
3137565,35.88,W,mastercard,debit,264.0,87.0,,,C07671,2016-08-03 03:10:35,in_person,0.11
3137566,22.44,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 03:10:44,online,0.01
3137597,59.06,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 03:24:45,in_person,0.44
3137619,9.96,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-03 03:36:29,online,0.31
3137643,59.01,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-03 03:44:50,in_person,0.14
3137657,8.54,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 03:50:04,online,0.07
3137706,45.31,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 04:14:59,online,0.13
3137707,45.33,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 04:15:03,online,0.02
3137720,45.36,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 04:23:18,online,0.05
3137735,45.33,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 04:35:30,online,0.41
3137736,45.24,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 04:35:44,online,0.07
3137753,12.41,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 04:43:09,online,0.05
3137772,99.95,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 04:56:31,in_person,0.13
3137775,12.31,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 04:57:20,online,0.04
3137805,38.08,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-03 05:22:33,online,0.01
3137841,20.68,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 05:59:56,online,0.11
3137850,28.36,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 06:15:57,online,0.21
3137889,162.47,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-03 06:55:53,in_person,0.25
3137916,22.2,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-03 07:36:37,online,0.08
3137919,42.6,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 07:44:22,online,0.2
3137923,54.0,W,mastercard,credit,299.0,87.0,gmail.com,,C08623,2016-08-03 08:00:19,in_person,0.03
3137934,77.03,C,visa,debit,,,outlook.es,outlook.es,C11923,2016-08-03 08:28:57,online,0.27
3137978,299.95,H,mastercard,credit,264.0,87.0,yahoo.com,,C04570,2016-08-03 11:34:08,online,0.46
3137995,378.02,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-03 12:03:27,in_person,0.1
3138007,100.05,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 12:20:30,in_person,0.23
3138012,425.04,W,mastercard,debit,264.0,87.0,,,C07671,2016-08-03 12:32:21,in_person,0.16
3138064,30.06,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-03 13:03:48,online,0.08
3138066,44.51,W,mastercard,credit,299.0,87.0,gmail.com,,C08623,2016-08-03 13:06:11,in_person,0.11
3138069,160.88,W,visa,debit,126.0,87.0,yahoo.com,,C02354,2016-08-03 13:11:25,in_person,0.16
3138087,374.96,W,visa,debit,126.0,87.0,,,C02354,2016-08-03 13:20:16,in_person,0.11
3138153,29.0,W,visa,debit,325.0,87.0,hotmail.com,,C02354,2016-08-03 13:56:24,in_person,0.37
3138166,991.94,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-03 14:02:50,in_person,0.06
3138169,70.95,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 14:03:35,online,0.27
3138181,551.94,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-03 14:10:44,in_person,0.06
3138207,91.93,W,visa,debit,325.0,87.0,optonline.net,,C02354,2016-08-03 14:22:52,in_person,0.02
3138237,44.01,W,mastercard,credit,299.0,87.0,gmail.com,,C08623,2016-08-03 14:37:16,in_person,0.07
3138263,49.02,W,mastercard,debit,264.0,87.0,icloud.com,,C07671,2016-08-03 14:48:57,in_person,0.13
3138272,160.91,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 14:51:24,in_person,0.18
3138281,160.91,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-03 14:57:13,in_person,0.13
3138314,116.99,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-03 15:10:34,in_person,0.03
3138319,389.95,W,visa,credit,330.0,87.0,,,C02923,2016-08-03 15:12:19,in_person,0.03
3138342,11.63,C,visa,debit,,,prodigy.net.mx,prodigy.net.mx,C11923,2016-08-03 15:19:06,online,0.36
3138346,77.96,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-08-03 15:21:24,in_person,0.1
3138351,49.99,S,visa,credit,330.0,87.0,,gmail.com,C08299,2016-08-03 15:22:20,online,0.08
3138386,59.04,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 15:31:31,in_person,0.09
3138395,167.9,C,visa,credit,,,gmail.com,gmail.com,C13171,2016-08-03 15:33:20,online,0.03
3138422,167.89,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 15:41:50,online,0.42
3138424,124.89,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 15:42:12,in_person,0.13
3138433,167.98,C,visa,credit,,,hotmail.com,hotmail.com,C13171,2016-08-03 15:46:18,online,0.03
3138465,167.86,C,visa,credit,,,hotmail.com,hotmail.com,C13171,2016-08-03 15:53:22,online,0.15
3138468,35.86,W,visa,debit,272.0,87.0,gmail.com,,C02354,2016-08-03 15:54:11,in_person,0.4
3138483,213.0,W,visa,credit,126.0,87.0,aol.com,,C07987,2016-08-03 16:01:10,in_person,0.12
3138495,300.01,W,visa,debit,330.0,87.0,,,C02354,2016-08-03 16:05:26,in_person,0.09
3138545,56.5,W,visa,debit,204.0,87.0,gmail.com,,C05876,2016-08-03 16:17:25,in_person,0.01
3138581,674.97,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 16:26:27,in_person,0.25
3138617,47.97,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 16:36:00,in_person,0.28
3138666,80.43,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 16:50:46,online,0.07
3138680,72.97,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 16:54:32,in_person,0.12
3138731,29.78,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 17:06:43,online,0.02
3138748,57.99,W,mastercard,debit,272.0,87.0,gmail.com,,C13487,2016-08-03 17:10:17,in_person,0.08
3138758,15.48,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 17:12:22,online,0.13
3138777,35.93,W,mastercard,debit,272.0,87.0,gmail.com,,C13487,2016-08-03 17:18:19,in_person,0.23
3138779,72.88,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 17:19:13,online,0.13
3138799,76.03,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 17:23:08,online,0.03
3138840,29.68,C,visa,debit,,,anonymous.com,anonymous.com,C11923,2016-08-03 17:30:26,online,0.43
3138866,24.96,W,visa,debit,325.0,87.0,hotmail.com,,C02354,2016-08-03 17:37:55,in_person,0.03
3138879,18.72,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 17:41:09,online,0.26
3138969,209.95,W,visa,debit,325.0,87.0,aol.com,,C02354,2016-08-03 18:05:33,in_person,0.27
3138980,129.4,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 18:08:42,online,0.19
3139012,57.95,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 18:17:45,in_person,0.28
3139016,28.93,W,visa,debit,126.0,87.0,,,C02354,2016-08-03 18:18:52,in_person,0.23
3139052,64.89,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 18:27:54,online,0.39
3139067,181.67,C,visa,credit,,,outlook.com,outlook.com,C13171,2016-08-03 18:30:33,online,0.1
3139068,58.99,W,visa,credit,299.0,87.0,anonymous.com,,C07987,2016-08-03 18:30:42,in_person,0.45
3139077,29.06,W,visa,debit,126.0,87.0,,,C02354,2016-08-03 18:32:35,in_person,0.14
3139102,108.32,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 18:38:43,online,0.23
3139120,108.59,W,visa,debit,184.0,87.0,gmail.com,,C05876,2016-08-03 18:42:07,in_person,0.03
3139121,33.45,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 18:42:15,online,0.07
3139137,393.66,W,mastercard,credit,299.0,87.0,yahoo.com,,C08623,2016-08-03 18:45:01,in_person,0.33
3139165,299.98,W,mastercard,credit,441.0,87.0,gmail.com,,C08623,2016-08-03 18:50:01,in_person,0.18
3139169,108.3,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 18:51:20,online,0.49
3139178,53.98,W,visa,debit,264.0,87.0,msn.com,,C09933,2016-08-03 18:52:56,in_person,0.03
3139184,107.03,W,visa,debit,191.0,87.0,gmail.com,,C12382,2016-08-03 18:54:51,in_person,0.03
3139197,58.98,W,mastercard,debit,264.0,87.0,yahoo.com,,C07671,2016-08-03 18:57:10,in_person,0.11
3139246,68.98,W,visa,credit,220.0,87.0,gmail.com,,C10434,2016-08-03 19:08:34,in_person,0.07
3139271,82.9,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 19:12:45,in_person,0.23
3139355,25.91,W,mastercard,debit,264.0,87.0,aol.com,,C07671,2016-08-03 19:37:26,in_person,0.08
3139358,34.17,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 19:38:04,online,0.07
3139372,171.09,W,visa,debit,325.0,87.0,anonymous.com,,C02354,2016-08-03 19:42:18,in_person,0.04
3139383,108.0,W,mastercard,debit,264.0,87.0,gmail.com,,C07671,2016-08-03 19:44:03,in_person,0.02
3139434,210.86,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-03 19:59:15,in_person,0.14
3139447,11.63,C,visa,credit,,,gmail.com,gmail.com,C13171,2016-08-03 20:03:19,online,0.21
3139456,34.04,W,visa,debit,126.0,87.0,msn.com,,C02354,2016-08-03 20:07:05,in_person,0.34
3139464,34.1,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 20:10:39,online,0.35
3139510,10.77,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 20:21:31,online,0.13
3139513,108.93,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-03 20:21:50,in_person,0.18
3139552,10.5,C,visa,debit,,,hotmail.com,hotmail.com,C08106,2016-08-03 20:29:25,online,0.29
3139556,28.72,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 20:30:04,online,0.4
3139561,44.05,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 20:30:58,online,0.01
3139640,116.94,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 20:50:43,in_person,0.09
3139655,116.93,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-03 20:55:02,in_person,0.07
3139662,113.03,W,visa,debit,325.0,87.0,yahoo.com,,C02354,2016-08-03 20:56:30,in_person,0.07
3139665,6.16,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 20:57:18,online,0.01
3139667,68.0,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-08-03 20:57:28,in_person,0.01
3139688,12.87,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 21:01:19,online,0.66
3139719,58.95,W,visa,debit,126.0,87.0,hotmail.com,,C02354,2016-08-03 21:09:03,in_person,0.34
3139722,13.47,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 21:09:33,online,0.16
3139764,140.94,W,mastercard,debit,181.0,87.0,,,C07297,2016-08-03 21:18:09,in_person,0.24
3139786,47.91,W,visa,debit,264.0,87.0,,,C09933,2016-08-03 21:22:01,in_person,0.21
3139787,226.07,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 21:22:31,in_person,0.01
3139835,39.02,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 21:36:42,in_person,0.15
3139851,145.31,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 21:39:45,online,0.46
3139862,265.05,W,visa,debit,126.0,87.0,,,C02354,2016-08-03 21:42:12,in_person,0.1
3139904,27.97,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 21:51:25,online,0.12
3139971,65.26,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 22:09:35,online,0.04
3139989,103.88,W,visa,debit,264.0,87.0,hotmail.com,,C09933,2016-08-03 22:14:54,in_person,0.15
3140027,57.9,W,visa,debit,264.0,87.0,gmail.com,,C09933,2016-08-03 22:22:18,in_person,0.15
3140044,29.04,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 22:27:41,in_person,0.2
3140079,49.74,W,visa,debit,310.0,87.0,gmail.com,,C05876,2016-08-03 22:39:45,in_person,0.22
3140113,111.27,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 22:49:13,online,0.04
3140124,31.01,W,visa,debit,264.0,87.0,yahoo.com,,C09933,2016-08-03 22:52:31,in_person,0.16
3140155,117.03,W,visa,debit,325.0,87.0,gmail.com,,C02354,2016-08-03 22:59:56,in_person,0.21
3140167,47.99,W,visa,debit,264.0,87.0,,,C09933,2016-08-03 23:01:56,in_person,0.05
3140170,83.9,W,visa,debit,231.0,87.0,,,C02354,2016-08-03 23:03:10,in_person,0.21
3140180,83.52,W,visa,debit,325.0,87.0,,,C02354,2016-08-03 23:06:11,in_person,0.25
3140181,48.94,W,visa,debit,204.0,87.0,gmail.com,,C02354,2016-08-03 23:06:30,in_person,0.04
3140258,48.77,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 23:23:01,online,0.15
3140262,42.53,C,visa,debit,,,gmail.com,gmail.com,C11923,2016-08-03 23:24:31,online,0.04
3140264,59.02,W,visa,debit,325.0,87.0,aim.com,,C02354,2016-08-03 23:25:24,in_person,0.01
3140269,5.32,C,visa,debit,,,hotmail.com,hotmail.com,C11923,2016-08-03 23:26:05,online,0.09
