TransactionID,id_15,id_23,id_30,id_31,id_33,DeviceType,DeviceInfo
3078953,Unknown,,,firefox 57.0,,desktop,Windows
3090093,New,,iOS 11.2.1,mobile safari 11.0,2436x1125,mobile,iOS Device
3078995,Found,,,chrome 63.0,,desktop,Windows
3079184,New,,,chrome 63.0 for android,,mobile,Moto C Build/NRD90M.063
3079062,New,,,chrome 63.0,,desktop,Windows
3079172,New,,,edge 15.0,,desktop,Windows
3079133,New,,,firefox 57.0,,desktop,
3079170,New,,,chrome 63.0,,desktop,Windows
3079168,Unknown,,,mobile safari 11.0,,mobile,
3079292,Unknown,,,mobile safari 11.0,,mobile,
3079418,Unknown,,,mobile safari 11.0,,mobile,
3079415,New,,,chrome 63.0,,desktop,
3090659,New,,iOS 10.2.1,mobile safari 10.0,2208x1242,mobile,iOS Device
3079484,Found,,,chrome 63.0,,desktop,
3074143,,,,,,,
3079319,Found,,,chrome 62.0 for android,,mobile,SM-G531H Build/LMY48B
3090799,New,,Windows 10,edge 15.0,,desktop,Windows
3090826,New,,Windows 10,edge 15.0,1920x1080,desktop,Windows
3085066,New,IP_PROXY:TRANSPARENT,Android 7.0,chrome 63.0 for android,,mobile,SM-G955U Build/NRD90M
3079795,Unknown,,,mobile safari 11.0,,mobile,
3079747,New,,,chrome 60.0 for android,,mobile,LG-D331
3091082,Found,,Windows 10,edge 16.0,,desktop,Windows
3108164,New,,Windows 7,chrome 63.0,1366x768,desktop,Windows
3079800,Unknown,,,firefox 57.0,,desktop,Windows
3079825,New,,,chrome 59.0 for android,,mobile,GT-I9060M Build/KTU84P
3079844,New,,,chrome generic,,mobile,SAMSUNG
3085386,New,,Windows 7,firefox 57.0,1920x1080,desktop,rv:57.0
3085494,Found,,Windows 7,firefox 57.0,1920x1080,desktop,rv:57.0
3080112,Found,,,chrome 63.0,,desktop,Windows
3080181,New,,,chrome 63.0,,desktop,Windows
3080176,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3085785,Found,,Mac OS X 10_12_6,chrome 63.0,1920x1080,desktop,MacOS
3080244,Unknown,,,firefox 57.0,,desktop,Windows
3080300,New,,,chrome 63.0,,desktop,
3080350,New,,,chrome 63.0,,desktop,
3080484,New,,,chrome 63.0,,desktop,
3080385,New,,,chrome 63.0 for android,,mobile,LG-K500 Build/MMB29M
3080557,New,IP_PROXY:HIDDEN,,ie 11.0 for desktop,,desktop,Trident/7.0
3085963,New,,iOS 11.2.1,mobile safari 11.0,1136x640,mobile,iOS Device
3080518,New,,,chrome 63.0 for android,,mobile,Blade V6 Build/LRX22G
3080805,Unknown,,,mobile safari 11.0,,mobile,
3080886,New,,,chrome 63.0,,desktop,
3086438,Unknown,,,,,,
3080915,New,,,chrome 43.0 for android,,mobile,HUAWEI Y560-L03 Build/HUAWEIY560-L03
3080911,New,,,chrome 63.0,,desktop,Windows
3080912,New,,,chrome 63.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3081010,Found,,,chrome 63.0,,desktop,Windows
3081028,Found,,,chrome 62.0 for android,,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
3081065,New,,,chrome 56.0 for android,,mobile,XT1580
3081070,,,,,,,
3081207,New,,,chrome 63.0,,desktop,Windows
3081097,Found,,,chrome 43.0 for android,,mobile,HUAWEI Y560-L03 Build/HUAWEIY560-L03
3081122,Found,,,chrome 63.0,,desktop,
3081191,Unknown,,,mobile safari 11.0,,mobile,
3081145,Found,,,chrome 63.0 for android,,mobile,SM-A300H Build/LRX22G
3081164,Found,,,chrome 63.0,,desktop,Windows
3081279,Found,,,chrome 63.0 for android,,mobile,F3213 Build/36.1.A.1.86
3081258,Found,,,chrome 63.0,,desktop,Windows
3081282,New,,Android 7.0,samsung browser 6.2,,mobile,SAMSUNG SM-G955U Build/NRD90M
3081252,Found,,,chrome 63.0,,desktop,Windows
3086856,Found,,,ie 11.0 for desktop,,desktop,rv:11.0
3081302,Found,,,chrome 63.0,,desktop,Windows
3081311,Unknown,,,mobile safari 11.0,,mobile,
3081398,New,,,chrome 63.0,,desktop,
3081458,New,,,chrome 63.0,,desktop,Windows
3081399,Found,,,firefox 57.0,,desktop,Windows
3081517,Found,,,chrome 63.0 for android,,mobile,SM-A300H Build/LRX22G
3081514,New,,,chrome 63.0,,desktop,Windows
3081582,Unknown,,,mobile safari 11.0,,mobile,
3081578,New,,,firefox,,desktop,Windows
3081518,New,,,safari generic,,desktop,
3081617,Found,,,chrome 63.0 for android,,mobile,SM-G530H Build/LRX22G
3081607,New,,,chrome,,mobile,GT-I9060M Build/KTU84P
3081703,Found,,,chrome,,mobile,GT-I9060M Build/KTU84P
3081651,New,,,chrome generic,,mobile,Moto G (4) Build/NPJS25.93-14-10
3087296,New,,Windows 10,chrome 63.0,3440x1440,desktop,Windows
3081706,Found,,,chrome,,mobile,GT-I9060M Build/KTU84P
3081724,New,IP_PROXY:TRANSPARENT,,ie 11.0 for desktop,,desktop,Trident/7.0
3081726,Found,,,chrome 63.0,,desktop,
3081748,New,,,chrome 63.0 for android,,mobile,HTC Desire 10 lifestyle Build/MMB29M
3081797,New,,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3081801,Found,,,chrome 63.0,,desktop,
3081768,Found,,,chrome 63.0,,desktop,
3081817,New,,,mobile safari 10.0,,mobile,
3081774,New,,,chrome 63.0,,desktop,Windows
3081872,New,,,chrome 63.0,,desktop,Windows
3081883,Found,,,chrome 63.0,,desktop,
3081902,New,,,chrome 63.0,,desktop,Windows
3087486,New,,iOS 11.2.1,mobile safari 11.0,2436x1125,mobile,iOS Device
3081814,Found,,,chrome 63.0,,desktop,Windows
3081919,New,,,chrome 63.0,,desktop,Windows
3081916,Found,,,chrome 63.0,,desktop,
3081951,Found,,,chrome 63.0,,desktop,
3081898,New,,,chrome 58.0 for android,,mobile,SM-A520F Build/NRD90M
3081933,New,,,chrome 62.0,,desktop,
3081956,Unknown,,,mobile safari 11.0,,mobile,
3093654,New,,iOS 10.0.2,mobile safari 10.0,1334x750,mobile,iOS Device
3082052,Found,,,chrome 63.0,,desktop,Windows
3082073,Found,,,chrome 63.0,,desktop,Windows
3082030,New,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3082059,Found,,,chrome 63.0,,desktop,Windows
3082110,New,,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3087754,New,,Android 7.0,samsung browser 6.2,,mobile,SAMSUNG SM-G955U Build/NRD90M
3087748,Found,,Android 7.0,samsung browser 6.2,,mobile,SAMSUNG SM-G955U Build/NRD90M
3087790,Found,,Android 7.0,samsung browser 6.2,,mobile,SAMSUNG SM-G955U Build/NRD90M
3082135,Found,,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3082161,New,,,chrome 63.0 for android,,mobile,MotoG3-TE Build/MPDS24.65-33-1-30
3082149,New,,,edge 15.0,,desktop,Windows
3082172,New,,,chrome 63.0 for android,,mobile,F3213 Build/36.1.A.1.86
3082186,New,,,chrome 50.0 for android,,mobile,SM-J105B Build/LMY47V
3082168,New,,,chrome 63.0,,desktop,Windows
3082232,Found,,,chrome 63.0 for android,,mobile,F3213 Build/36.1.A.1.86
3082198,Found,,,chrome 63.0 for android,,mobile,F3213 Build/36.1.A.1.86
3082209,Found,,,chrome 63.0 for android,,mobile,F3213 Build/36.1.A.1.86
3082219,Found,,,chrome 63.0 for android,,mobile,F3213 Build/36.1.A.1.86
3082242,Unknown,,,mobile safari 11.0,,mobile,
3082260,Unknown,,,mobile safari 11.0,,mobile,
3082235,Unknown,,,mobile safari 11.0,,mobile,
3099750,New,,Windows 10,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3082274,Found,,,chrome 63.0 for android,,mobile,SM-G950F Build/NRD90M
3082304,New,,,chrome 63.0,,desktop,Windows
3082305,New,,,chrome 63.0,,desktop,
3082306,Found,,,chrome 63.0,,desktop,
3082341,Found,,,chrome 63.0,,desktop,Windows
3082346,New,,,chrome 61.0 for android,,mobile,LG-D693n Build/LRX22G
3099865,New,,,chrome 63.0,,desktop,Windows
3082369,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3082376,New,,,chrome 61.0 for android,,mobile,LG-X230 Build/MRA58K
3088073,New,,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3094118,Found,,Mac OS X 10_11_4,safari generic,1280x800,desktop,MacOS
3088133,New,,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3082562,New,,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3082542,New,,,chrome generic,,mobile,Moto G (4) Build/NPJS25.93-14-10
3088208,Found,,Windows 7,ie 11.0 for desktop,1920x1200,desktop,rv:11.0
3088197,New,,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3088316,New,,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3082680,Found,,,chrome 63.0,,desktop,Windows
3082697,New,,Windows 7,ie 11.0 for desktop,1440x900,desktop,Windows
3082675,Found,,Windows 7,ie 11.0 for desktop,1440x900,desktop,Windows
3094387,New,,iOS 11.1.1,mobile safari 11.0,2001x1125,mobile,iOS Device
3088321,New,,iOS 11.1.2,mobile safari 11.0,2048x1536,mobile,iOS Device
3082758,,,,,,,
3094479,New,,iOS 11.2.1,mobile safari 11.0,2001x1125,mobile,iOS Device
3082817,Found,,,chrome 63.0,,desktop,Windows
3088580,New,,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3082967,New,,,chrome 58.0 for android,,mobile,moto x4 Build/NPW26.83-18-2-0-4
3083036,Unknown,,,mobile safari 11.0,,mobile,
3083142,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3083090,New,,,chrome 50.0 for android,,mobile,Moto G Play Build/MPIS24.241-15.3-7
3083157,New,,,chrome 63.0 for android,,mobile,LG-K580 Build/MRA58K
3088852,New,,Windows 10,chrome 63.0,3440x1440,desktop,Windows
3083364,Unknown,,,mobile safari 10.0,,mobile,
3083402,Found,,,chrome 63.0,,desktop,Windows
3089093,Found,,Windows 7,chrome 63.0,1920x1080,desktop,Windows
3083325,New,,,chrome 63.0,,desktop,Windows
3089162,New,,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3089131,Found,,Mac OS X 10_10_5,chrome 63.0,1366x768,desktop,MacOS
3089129,Found,,Windows 7,ie 11.0 for desktop,1280x1024,desktop,Trident/7.0
3089345,Found,,Mac OS X 10_12_6,chrome 63.0,1920x1080,desktop,MacOS
3083515,New,,,chrome 63.0,,desktop,
3083619,Found,,,chrome 63.0,,desktop,Windows
3083695,Found,,,edge 16.0,,desktop,Windows
3089435,New,,iOS 11.1.2,mobile safari 11.0,2208x1242,mobile,iOS Device
3083631,Found,,,chrome 63.0 for android,,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13
3083640,Found,,,chrome 63.0 for android,,mobile,LG-K580 Build/MRA58K
3083585,Found,,,chrome 63.0,,desktop,Windows
3083679,Found,,,chrome 63.0,,desktop,Windows
3083665,Found,,,chrome 63.0,,desktop,Windows
3083805,Found,,,chrome 63.0 for android,,mobile,LG-K580 Build/MRA58K
3083759,Unknown,,,mobile safari 11.0,,mobile,
3089612,New,IP_PROXY:TRANSPARENT,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3083880,Found,,,chrome 63.0,,desktop,Windows
3083933,Unknown,,,mobile safari 10.0,,mobile,
3083954,New,,,chrome 49.0,,desktop,
3083994,New,,,chrome 63.0,,desktop,
3083967,Found,,,chrome 63.0,,desktop,Windows
3112405,New,,,chrome 63.0,,desktop,Windows
3083998,Found,,,chrome 63.0,,desktop,
3089786,New,,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3084064,New,,,chrome 63.0 for android,,mobile,G3223 Build/42.0.A.4.101
3084209,Found,,,chrome 63.0,,desktop,
3084112,Found,,,chrome 63.0,,desktop,
3084149,New,,,chrome 63.0,,desktop,Windows
3084094,New,,,chrome 62.0,,desktop,Windows
3084252,New,,,chrome 63.0 for android,,mobile,F3213 Build/36.1.A.1.86
3084229,New,,,chrome 62.0,,desktop,
3084237,Found,,,chrome 63.0 for android,,mobile,SM-T710 Build/NRD90M
3084473,Found,,,chrome 63.0,,desktop,
3084329,Found,,,chrome 63.0,,desktop,
3084550,Found,,,chrome 63.0,,desktop,Windows
3090208,New,,,chrome 63.0,,desktop,Windows
3084561,New,,,chrome 63.0,,desktop,Windows
3084483,New,,,chrome 63.0,,desktop,Windows
3084630,New,,,chrome 63.0,,desktop,Windows
3084606,Found,,,chrome 63.0,,desktop,Windows
3090419,New,IP_PROXY:ANONYMOUS,Windows 7,ie 11.0 for desktop,3440x1440,desktop,rv:11.0
3096556,Found,,Windows 7,ie 11.0 for desktop,1024x768,desktop,MDDRJS
3084709,Found,,,ie 11.0 for desktop,,desktop,rv:11.0
3112869,Found,,Windows 7,firefox 57.0,1920x1080,desktop,Windows
3084617,Found,,,chrome 63.0,,desktop,Windows
3084828,Found,,,chrome 62.0 for android,,mobile,Hisense F23 Build/NRD90M
3084876,Found,,,chrome 62.0 for android,,mobile,Hisense F23 Build/NRD90M
3079253,New,,iOS 11.1.1,mobile safari 11.0,2436x1125,mobile,iOS Device
3084776,Found,,,chrome 62.0 for android,,mobile,Hisense F23 Build/NRD90M
3084805,Found,,,chrome 63.0,,desktop,Windows
3096635,New,,iOS 11.2.1,mobile safari generic,2208x1242,mobile,iOS Device
3084935,Found,,,chrome 49.0,,desktop,
3090769,Found,,Mac OS X 10_12_6,chrome 63.0,2880x1800,desktop,MacOS
3084923,Found,,,mobile safari 11.0,,mobile,
3084952,New,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3084977,New,,,chrome 63.0,,desktop,
3084863,New,,,chrome 63.0,,desktop,Windows
3085010,Unknown,,,android webview 4.0,,mobile,Moto E (4) Build/NMA26.42-69
3107995,New,IP_PROXY:TRANSPARENT,iOS 11.2.1,mobile safari 11.0,2208x1242,mobile,iOS Device
3084991,Found,,,chrome 63.0,,desktop,Windows
3084992,Found,,,chrome 63.0,,desktop,Windows
3096883,New,,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3085041,New,,,chrome 63.0 for android,,mobile,XT1563 Build/MPD24.107-52
3085127,Found,,,chrome 63.0 for android,,mobile,XT1563 Build/MPD24.107-52
3085196,Found,,,chrome 63.0 for android,,mobile,XT1563 Build/MPD24.107-52
3113247,New,,,chrome 63.0,,desktop,Windows
3097116,New,,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3085224,New,,,chrome 63.0,,desktop,Windows
3091131,Found,,Mac OS X 10_12_6,safari generic,2880x1800,desktop,MacOS
3085236,New,,,chrome 63.0 for android,,mobile,Studio
3085285,New,,,chrome 63.0,,desktop,Windows
3091208,New,,Windows 7,firefox 57.0,1920x1080,desktop,rv:57.0
3085338,,,,,,,
3091325,New,,Mac OS X 10_11_5,safari generic,1920x1080,desktop,MacOS
3097357,New,,Windows 10,edge 16.0,1920x1200,desktop,Windows
3085405,Found,,,chrome 63.0,,desktop,Windows
3085554,Found,,,chrome 63.0,,desktop,Windows
3085478,Found,,,chrome 63.0,,desktop,Windows
3085563,New,,,chrome 63.0,,desktop,
3085652,New,,,chrome 63.0,,desktop,
3085753,New,,,chrome 63.0,,desktop,Windows
3080252,New,,Mac OS X 10_12_6,safari generic,1440x900,desktop,MacOS
3103282,Found,,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3085870,Unknown,,,mobile safari 11.0,,mobile,
3097870,Found,,Mac OS X 10_9_5,chrome 63.0,2560x1600,desktop,MacOS
3085943,New,,,chrome 63.0,,desktop,Windows
3085912,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3086004,Found,,,chrome 63.0,,desktop,Windows
3091950,New,,iOS 11.2.1,mobile safari 11.0,2436x1125,mobile,iOS Device
3086037,Found,,,chrome 63.0,,desktop,Windows
3085923,New,,,chrome 63.0 for android,,mobile,SM-A720F Build/NRD90M
3085968,Found,,,chrome 63.0,,desktop,Windows
3085931,New,,,chrome 63.0,,desktop,
3086058,Found,,,chrome 63.0,,desktop,Windows
3086123,Unknown,,,mobile safari 11.0,,mobile,
3097999,Found,,Mac OS X 10_11_6,chrome 63.0,2880x1800,desktop,MacOS
3085992,Found,,,chrome 63.0,,desktop,
3086047,New,,,chrome 63.0,,desktop,Windows
3086106,New,,,chrome 56.0 for android,,mobile,Moto C Build/NRD90M.046
3086297,New,,,chrome 63.0,,desktop,Windows
3086239,Found,,,chrome 63.0,,desktop,
3086433,New,,,chrome 60.0 for android,,mobile,HUAWEI VNS-L53 Build/HUAWEIVNS-L53
3092325,New,,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3092401,Found,,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3086321,New,,,chrome 63.0,,desktop,
3086482,New,,,chrome 63.0,,desktop,Windows
3086492,Unknown,,,mobile safari 11.0,,mobile,
3092462,New,,Windows 10,firefox 57.0,,desktop,Windows
3086652,Found,,,chrome 63.0 for android,,mobile,F5121 Build/34.3.A.0.252
3092620,Found,,Windows 10,chrome 63.0,1600x900,desktop,Windows
3098788,Found,,Android 7.1.1,samsung browser 6.2,,mobile,SAMSUNG SM-N950U Build/NMF26X
3092815,New,,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile,Z981 Build/MMB29M
3092823,Found,,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile,Z981 Build/MMB29M
3092746,Found,,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile,Z981 Build/MMB29M
3092706,Found,,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile,Z981 Build/MMB29M
3092749,Found,,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile,Z981 Build/MMB29M
3086887,New,,,chrome 63.0,,desktop,Windows
3086899,Found,,,chrome 63.0,,desktop,Windows
3086994,Found,,,chrome 63.0,,desktop,Windows
3087033,New,,,chrome 63.0 for android,,mobile,D5803 Build/23.5.A.1.291
3086976,Found,,,chrome 63.0,,desktop,Windows
3086995,New,,,chrome 62.0 for android,,mobile,LG-H650 Build/MRA58K
3087002,Unknown,,,mobile safari 11.0,,mobile,
3087049,Found,,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3087043,Found,,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3087114,New,,,chrome 63.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3087170,Found,,,chrome 63.0,,desktop,
3087276,New,,,chrome 63.0 for android,,mobile,Moto X Play Build/NPD26.48-24-1
3087210,Unknown,,,mobile safari 11.0,,mobile,
3081583,Found,,Windows 7,firefox 57.0,1600x900,desktop,Windows
3087233,New,,,chrome 63.0,,desktop,
3087309,New,,,chrome 63.0,,desktop,Windows
3099197,New,,Android 7.0,chrome 63.0 for android,1920x1080,mobile,SAMSUNG-SM-G930A Build/NRD90M
3087351,Found,,,chrome 63.0 for android,,mobile,Moto X Play Build/NPD26.48-24-1
3087386,Unknown,,,mobile safari 10.0,,mobile,
3087450,New,,,chrome 63.0 for android,,mobile,Hisense F20 Build/MMB29M
3087555,New,,,chrome 63.0,,desktop,Windows
3087571,Found,,,chrome 63.0,,desktop,Windows
3087535,Found,,,chrome 63.0,,desktop,Windows
3099423,New,,,mobile safari 11.0,,mobile,
3087616,Unknown,,,firefox 57.0,,desktop,Windows
3087654,New,,,chrome 63.0,,desktop,Windows
3087718,New,,,chrome generic,,desktop,Windows
3087653,Found,,,chrome 63.0 for android,,mobile,Moto X Play Build/NPD26.48-24-1
3087684,New,,,opera 49.0,,desktop,Windows
3087716,New,,,firefox 57.0,,desktop,Windows
3087662,Found,,,opera 49.0,,desktop,Windows
3087762,Found,,,opera 49.0,,desktop,Windows
3087709,Found,,,opera 49.0,,desktop,Windows
3087690,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3087707,New,,,chrome generic,,mobile,Moto G (5S
3087696,Found,,,opera 49.0,,desktop,Windows
3087763,New,,,chrome 63.0,,desktop,Windows
3087722,New,,,firefox 57.0,,desktop,Windows
3087755,New,,,chrome 55.0 for android,,mobile,LG-D693n Build/LRX22G
3087757,New,,,chrome 63.0,,desktop,Windows
3087821,Unknown,,,firefox 57.0,,desktop,Windows
3087830,Found,,,safari generic,,desktop,
3087842,Unknown,,,mobile safari 11.0,,mobile,
3087803,Unknown,,,mobile safari 10.0,,mobile,
3087851,Found,,,chrome 63.0 for android,,mobile,SM-A300H Build/LRX22G
3087867,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3087859,Unknown,,,mobile safari 9.0,,mobile,
3087863,New,,,chrome 63.0,,desktop,Windows
3105149,New,,,chrome 63.0,,desktop,Windows
3087899,New,,,chrome 63.0,,desktop,Windows
3087880,New,,,chrome 63.0 for android,,mobile,Hisense F20 Build/MMB29M
3087903,New,,,chrome generic,,mobile,Moto E (4) Build/NMA26.42-19
3087896,Unknown,,,mobile safari 10.0,,mobile,
3087901,Unknown,,,mobile safari 11.0,,mobile,
3087924,Unknown,,,mobile safari generic,,mobile,
3099850,Found,,Windows 10,chrome 63.0,,desktop,Windows
3099852,New,,iOS 10.2.1,mobile safari 10.0,2048x1536,mobile,iOS Device
3087965,New,,,chrome generic,,mobile,Moto E (4) Plus Build/NMA26.42-69
3088149,New,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3088141,New,,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3088212,Found,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3088175,New,,,chrome 63.0,,desktop,
3088250,Found,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3088344,Found,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3100192,New,,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3088280,Found,,,chrome 63.0,,desktop,
3088335,New,,,chrome 61.0 for android,,mobile,MotoG3-TE Build/MPDS24.65-33-1-3
3094391,New,,iOS 10.2.1,mobile safari 10.0,1334x750,mobile,iOS Device
3088449,New,,,chrome 63.0,,desktop,Windows
3088384,New,,,chrome 62.0,,desktop,
3088497,New,,,chrome 63.0,,desktop,Windows
3100333,New,,Windows 8.1,ie 11.0 for desktop,1920x1080,desktop,Trident/7.0
3094568,New,,iOS 11.0.2,mobile safari 11.0,1334x750,mobile,iOS Device
3088388,Found,,,chrome 63.0 for android,,mobile,HTC One_M8 Build/MRA58K
3088601,New,,,chrome 63.0,,desktop,Windows
3100379,New,,iOS 10.3.3,mobile safari 10.0,1334x750,mobile,iOS Device
3088629,New,,,chrome 58.0 for android,,mobile,Moto C Plus Build/NRD90M.05.034
3088692,New,,,chrome 62.0 for android,,mobile,Moto G Play Build/MPIS24.241-15.3-7
3088585,New,,,chrome 63.0,,desktop,Windows
3088715,Found,,,chrome 63.0 for android,,mobile,Blade V6 Plus Build/MRA58K
3088624,Unknown,,,mobile safari generic,,mobile,
3094730,Found,,Mac OS X 10_12_6,safari generic,1440x900,desktop,MacOS
3088726,New,,,chrome 63.0,,desktop,
3088837,New,,,chrome 61.0 for android,,mobile,Ilium LT510 Build/MRA58K
3094862,New,,iOS 11.2.1,mobile safari 11.0,1136x640,mobile,iOS Device
3088779,New,,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3088907,Found,,,chrome 63.0 for android,,mobile,SM-G530H Build/LRX22G
3094979,New,,iOS 10.1.1,mobile safari 10.0,1334x750,mobile,iOS Device
3088979,New,,,chrome 63.0 for android,,mobile,SM-N910V Build/MMB29M
3100832,New,,Mac OS X 10_13_1,safari generic,1440x900,desktop,MacOS
3089196,Found,,,chrome 63.0 for android,,mobile,SM-G570M Build/MMB29K
3089402,Unknown,,,mobile safari 11.0,,mobile,
3089538,New,,,chrome 63.0 for android,,mobile,F5121 Build/34.3.A.0.238
3089387,New,,,chrome 63.0,,desktop,Windows
3089585,New,,,chrome generic,,mobile,SAMSUNG SM-G900M Build/LRX21T
3089705,Unknown,,,safari generic,,desktop,
3089559,Unknown,,,,,mobile,
3095803,New,,Mac OS X 10_9_5,safari generic,2560x1600,desktop,MacOS
3089571,New,,,chrome 63.0,,desktop,
3089737,Found,,,chrome 63.0,,desktop,Windows
3089773,New,,,,,mobile,Build/OPR6.170623.013
3095701,New,,Mac OS X 10_11_6,safari generic,1920x1200,desktop,MacOS
3089794,Found,,,ie 11.0 for desktop,,desktop,Trident/7.0
3089901,New,,,chrome 60.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3089871,New,,,mobile safari 11.0,,mobile,
3101852,Found,,Linux,chrome 62.0,1366x768,desktop,
3101847,Found,,Linux,chrome 62.0,1366x768,desktop,
3090237,New,,,chrome 62.0 for android,,mobile,Moto
3096223,New,,Windows 10,firefox 57.0,1920x1080,desktop,Windows
3090287,Found,,,chrome 58.0 for android,,mobile,Moto C Plus Build/NRD90M.05.034
3090221,Found,,,chrome 58.0 for android,,mobile,Moto C Plus Build/NRD90M.05.034
3090366,New,,,chrome 63.0 for android,,mobile,SM-G570M Build/MMB29K
3090426,Found,,,chrome 43.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3090567,New,,,chrome 63.0,,desktop,
3090589,Unknown,,,mobile safari 11.0,,mobile,
3090715,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3102639,New,,iOS 10.2.0,mobile safari 10.0,1334x750,mobile,iOS Device
3090941,New,,,chrome 63.0,,desktop,Windows
3096915,New,,Windows 8.1,ie 11.0 for desktop,1366x768,desktop,Trident/7.0
3097127,Unknown,,Mac OS X 10_13_1,chrome 63.0,2880x1800,desktop,MacOS
3091084,New,,,chrome 62.0,,desktop,Windows
3097185,Found,,Windows 10,chrome 63.0,1920x1080,desktop,Windows
3091272,New,,,chrome 63.0,,desktop,Windows
3097300,Found,,Mac OS X 10_11_6,chrome 62.0,1280x800,desktop,MacOS
3091231,New,,,chrome 63.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3091220,Found,IP_PROXY:TRANSPARENT,Android 7.0,chrome 63.0 for android,2220x1080,mobile,SM-G955U Build/NRD90M
3091295,New,,,chrome 63.0,,desktop,
3091243,New,,,chrome 63.0,,desktop,Windows
3091245,Found,,,chrome 63.0,,desktop,Windows
3103012,Found,,Linux,chrome 62.0,1366x768,desktop,
3091267,Found,,,chrome 63.0,,desktop,Windows
3091495,Found,,,chrome 63.0,,desktop,Windows
3103066,Found,,Windows 7,ie 11.0 for desktop,,desktop,Trident/7.0
3091502,New,,,chrome 63.0,,desktop,
3097519,New,,Mac OS X 10_12_2,safari generic,1280x800,desktop,MacOS
3091327,Found,,,chrome 63.0,,desktop,Windows
3103105,New,,Windows 10,edge 16.0,1366x768,desktop,Windows
3091420,Found,,,chrome 63.0,,desktop,Windows
3091529,Found,,,chrome 63.0,,desktop,
3091676,New,,,mobile safari generic,,mobile,
3085777,Found,,Windows 7,chrome 63.0,1920x1200,desktop,Windows
3085799,Found,,Windows 7,chrome 63.0,1920x1200,desktop,Windows
3092057,Found,,,chrome 63.0 for android,,mobile,Moto C Build/NRD90M.063
3092021,New,,,chrome 63.0,,desktop,
3092095,New,,,chrome 63.0,,desktop,
3092062,Found,,,chrome 63.0,,desktop,
3092171,Found,,,chrome 63.0,,desktop,
3092024,New,,,samsung browser 6.2,,mobile,SAMSUNG SM-G610M Build/MMB29K
3092049,Found,,,chrome 63.0,,desktop,
3092200,Found,,,chrome 63.0,,desktop,
3092104,Found,,,chrome 63.0,,desktop,
3092211,Found,,,chrome 63.0,,desktop,
3092109,Found,,,chrome 63.0,,desktop,
3092203,Found,,,chrome 63.0,,desktop,
3092244,Found,,,chrome 63.0,,desktop,
3092268,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
